state,n,win_pct,avg_ret,med_ret,std_ret,sharpe,max_dd,max_up,profit_factor,skew,insufficient
True,171,53.8,0.822,0.536,3.835,1.52,-9.67,21.26,1.81,0.9,False
ALL (baseline),640,52.7,0.51,0.232,3.7,0.98,-10.54,21.26,1.45,0.62,False
False,469,52.2,0.396,0.194,3.647,0.77,-10.54,16.04,1.34,0.5,False
