cfg_wr_period,cfg_wr_thresh,cfg_sma_period,cfg_mfi_filter,cfg_rsi_filter,cfg_vol_filter,cfg_dd_filter,cfg_streak_filter,cfg_exit_mode,cfg_max_hold,cfg_profit_target,label,is_n,is_avg,is_win,is_sharpe,is_pf,oos_n,oos_avg,oos_win,oos_sharpe,oos_pf,avg_hold,avg_peak,avg_dd,cfg_stop_loss,cfg_trail_atr,cfg_hold_days,cfg_breadth_mode
30,-30,20,accumulating,,not_dry,moderate,,bbw_contract,30.0,,"WR(30,-30) | MFI:accumulating | VOL:not_dry | DD:moderate | bbw_contract | SL8%",32,2.0896,75.0,1.45,2.6,22,2.9859,81.8,3.59,7.75,10.9,4.3,-3.08,8.0,,,
30,-30,20,accumulating,oversold,,,,bbw_contract,30.0,,"WR(30,-30) | MFI:accumulating | RSI:oversold | bbw_contract | SL8%",15,-0.2807,46.7,-0.38,0.81,11,2.3989,72.7,3.58,5.33,11.7,2.84,-3.18,8.0,,,
30,-30,20,accumulating,oversold,,moderate,,bbw_contract,30.0,,"WR(30,-30) | MFI:accumulating | RSI:oversold | DD:moderate | bbw_contract | SL8%",15,0.1651,60.0,0.21,1.12,11,2.3989,72.7,3.58,5.33,11.2,3.01,-2.96,8.0,,,
30,-30,20,accumulating,oversold,not_dry,,,bbw_contract,30.0,,"WR(30,-30) | MFI:accumulating | RSI:oversold | VOL:not_dry | bbw_contract | SL8%",15,-0.2807,46.7,-0.38,0.81,11,2.3989,72.7,3.58,5.33,11.7,2.84,-3.18,8.0,,,
30,-30,20,accumulating,oversold,not_dry,moderate,,bbw_contract,30.0,,"WR(30,-30) | MFI:accumulating | RSI:oversold | VOL:not_dry | DD:moderate | bbw_contract | SL8%",15,0.208,60.0,0.27,1.15,11,2.3989,72.7,3.58,5.33,11.2,3.03,-2.95,8.0,,,
30,-40,20,accumulating,oversold,,,,bbw_contract,30.0,,"WR(30,-40) | MFI:accumulating | RSI:oversold | bbw_contract | SL8%",15,-0.2807,46.7,-0.38,0.81,11,2.3989,72.7,3.58,5.33,11.7,2.84,-3.18,8.0,,,
30,-40,20,accumulating,oversold,,moderate,,bbw_contract,30.0,,"WR(30,-40) | MFI:accumulating | RSI:oversold | DD:moderate | bbw_contract | SL8%",15,0.1651,60.0,0.21,1.12,11,2.3989,72.7,3.58,5.33,11.2,3.01,-2.96,8.0,,,
30,-40,20,accumulating,oversold,not_dry,,,bbw_contract,30.0,,"WR(30,-40) | MFI:accumulating | RSI:oversold | VOL:not_dry | bbw_contract | SL8%",15,-0.2807,46.7,-0.38,0.81,11,2.3989,72.7,3.58,5.33,11.7,2.84,-3.18,8.0,,,
30,-40,20,accumulating,oversold,not_dry,moderate,,bbw_contract,30.0,,"WR(30,-40) | MFI:accumulating | RSI:oversold | VOL:not_dry | DD:moderate | bbw_contract | SL8%",15,0.208,60.0,0.27,1.15,11,2.3989,72.7,3.58,5.33,11.2,3.03,-2.95,8.0,,,
30,-30,20,not_weak,,not_dry,moderate,any,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | VOL:not_dry | DD:moderate | STR:any | bbw_contract | SL8%",30,3.7866,83.3,2.25,3.42,21,3.4362,90.5,3.54,8.53,11.1,6.15,-2.26,8.0,,,
30,-30,20,not_weak,,not_dry,moderate,any,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | VOL:not_dry | DD:moderate | STR:any | bbw_contract",28,4.4025,89.3,2.95,5.78,19,3.4858,89.5,3.53,9.04,12.7,6.19,-2.46,,,,
30,-40,20,not_weak,,,moderate,any,bbw_pt,30.0,5.0,"WR(30,-40) | MFI:not_weak | DD:moderate | STR:any | bbw_pt | PT5%",28,2.9584,89.3,3.01,4.21,19,2.4413,84.2,3.52,4.63,10.5,3.93,-2.7,,,,
30,-30,20,not_weak,,,deep,any,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | DD:deep | STR:any | bbw_contract | SL8%",15,5.6966,80.0,2.78,3.86,10,5.7413,90.0,3.5,7.48,9.9,8.66,-2.48,8.0,,,
30,-30,20,not_weak,,not_dry,deep,,bbw_pt,30.0,5.0,"WR(30,-30) | MFI:not_weak | VOL:not_dry | DD:deep | bbw_pt | PT5%",21,3.113,81.0,3.12,4.13,14,2.9999,92.9,3.5,5.27,9.5,4.18,-3.17,,,,
30,-30,20,not_weak,,not_dry,deep,any,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | VOL:not_dry | DD:deep | STR:any | bbw_contract | SL8%",15,5.6966,80.0,2.78,3.86,10,5.7413,90.0,3.5,7.48,9.9,8.66,-2.48,8.0,,,
30,-40,20,not_weak,,,deep,any,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | DD:deep | STR:any | bbw_contract | SL8%",15,5.6966,80.0,2.78,3.86,10,5.7413,90.0,3.5,7.48,9.9,8.66,-2.48,8.0,,,
30,-40,20,not_weak,,not_dry,deep,,bbw_pt,30.0,5.0,"WR(30,-40) | MFI:not_weak | VOL:not_dry | DD:deep | bbw_pt | PT5%",21,3.2281,81.0,3.16,4.24,14,2.9999,92.9,3.5,5.27,9.4,4.25,-3.11,,,,
30,-40,20,not_weak,,not_dry,deep,any,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | VOL:not_dry | DD:deep | STR:any | bbw_contract | SL8%",15,5.6966,80.0,2.78,3.86,10,5.7413,90.0,3.5,7.48,9.9,8.66,-2.48,8.0,,,
30,-30,20,not_weak,,,deep,any,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | DD:deep | STR:any | bbw_contract | SL5%",16,4.5588,75.0,2.56,3.76,11,6.2396,81.8,3.49,7.25,8.8,8.07,-2.07,5.0,,,
30,-30,20,not_weak,,not_dry,deep,any,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | VOL:not_dry | DD:deep | STR:any | bbw_contract | SL5%",16,4.5588,75.0,2.56,3.76,11,6.2396,81.8,3.49,7.25,8.8,8.07,-2.07,5.0,,,
30,-40,20,not_weak,,,deep,any,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | DD:deep | STR:any | bbw_contract | SL5%",16,4.5588,75.0,2.56,3.76,11,6.2396,81.8,3.49,7.25,8.8,8.07,-2.07,5.0,,,
30,-40,20,not_weak,,not_dry,deep,any,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | VOL:not_dry | DD:deep | STR:any | bbw_contract | SL5%",16,4.5588,75.0,2.56,3.76,11,6.2396,81.8,3.49,7.25,8.8,8.07,-2.07,5.0,,,
30,-30,20,not_weak,oversold,,,,bbw_pt,30.0,5.0,"WR(30,-30) | MFI:not_weak | RSI:oversold | bbw_pt | PT5%",19,-0.8523,57.9,-0.77,0.63,14,2.4437,71.4,3.46,4.75,12.7,2.69,-3.44,,,,
30,-40,20,not_weak,oversold,,,,bbw_pt,30.0,5.0,"WR(30,-40) | MFI:not_weak | RSI:oversold | bbw_pt | PT5%",19,-0.8523,57.9,-0.77,0.63,14,2.4437,71.4,3.46,4.75,12.7,2.69,-3.44,,,,
30,-30,20,accumulating,oversold,,,,bbw_pt,30.0,3.0,"WR(30,-30) | MFI:accumulating | RSI:oversold | bbw_pt | PT3%",16,-0.0238,56.2,-0.02,0.99,11,1.9618,72.7,3.45,4.54,9.9,2.25,-3.23,,,,
30,-30,20,accumulating,oversold,,moderate,,bbw_pt,30.0,3.0,"WR(30,-30) | MFI:accumulating | RSI:oversold | DD:moderate | bbw_pt | PT3%",16,0.3941,68.8,0.4,1.23,11,1.9618,72.7,3.45,4.54,9.5,2.42,-3.01,,,,
30,-30,20,accumulating,oversold,not_dry,,,bbw_pt,30.0,3.0,"WR(30,-30) | MFI:accumulating | RSI:oversold | VOL:not_dry | bbw_pt | PT3%",16,-0.0247,56.2,-0.03,0.99,11,1.9618,72.7,3.45,4.54,9.7,2.25,-3.15,,,,
30,-30,20,accumulating,oversold,not_dry,moderate,,bbw_pt,30.0,3.0,"WR(30,-30) | MFI:accumulating | RSI:oversold | VOL:not_dry | DD:moderate | bbw_pt | PT3%",16,0.4334,68.8,0.44,1.25,11,1.9618,72.7,3.45,4.54,9.3,2.44,-2.93,,,,
30,-40,20,accumulating,oversold,,,,bbw_pt,30.0,3.0,"WR(30,-40) | MFI:accumulating | RSI:oversold | bbw_pt | PT3%",16,-0.0238,56.2,-0.02,0.99,11,1.9618,72.7,3.45,4.54,9.9,2.25,-3.23,,,,
30,-40,20,accumulating,oversold,,moderate,,bbw_pt,30.0,3.0,"WR(30,-40) | MFI:accumulating | RSI:oversold | DD:moderate | bbw_pt | PT3%",16,0.3941,68.8,0.4,1.23,11,1.9618,72.7,3.45,4.54,9.5,2.42,-3.01,,,,
30,-40,20,accumulating,oversold,not_dry,,,bbw_pt,30.0,3.0,"WR(30,-40) | MFI:accumulating | RSI:oversold | VOL:not_dry | bbw_pt | PT3%",16,-0.0247,56.2,-0.03,0.99,11,1.9618,72.7,3.45,4.54,9.7,2.25,-3.15,,,,
30,-40,20,accumulating,oversold,not_dry,moderate,,bbw_pt,30.0,3.0,"WR(30,-40) | MFI:accumulating | RSI:oversold | VOL:not_dry | DD:moderate | bbw_pt | PT3%",16,0.4334,68.8,0.44,1.25,11,1.9618,72.7,3.45,4.54,9.3,2.44,-2.93,,,,
30,-30,20,not_weak,,,,,bbw_pt,30.0,5.0,"WR(30,-30) | MFI:not_weak | bbw_pt | PT5%",53,1.3743,73.6,1.49,2.19,36,2.7011,86.1,3.44,5.8,10.7,3.19,-2.93,,,,
30,-30,20,not_weak,,,moderate,any,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | DD:moderate | STR:any | bbw_contract",28,4.2693,89.3,2.84,5.64,20,3.3985,90.0,3.44,7.44,12.9,6.12,-2.56,,,,
30,-30,20,not_weak,,,deep,,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | DD:deep | bbw_contract",19,4.1785,78.9,2.71,4.8,14,5.4238,85.7,3.43,8.3,12.2,7.18,-3.28,,,,
30,-30,20,not_weak,,,deep,any,bbw_pt,30.0,3.0,"WR(30,-30) | MFI:not_weak | DD:deep | STR:any | bbw_pt | PT3%",15,3.1972,86.7,2.99,3.78,10,2.6685,90.0,3.43,4.55,7.4,4.18,-2.7,,,,
30,-30,20,not_weak,,not_dry,deep,,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | VOL:not_dry | DD:deep | bbw_contract",19,4.1785,78.9,2.71,4.8,14,5.4238,85.7,3.43,8.3,12.2,7.18,-3.28,,,,
30,-30,20,not_weak,,not_dry,deep,any,bbw_pt,30.0,3.0,"WR(30,-30) | MFI:not_weak | VOL:not_dry | DD:deep | STR:any | bbw_pt | PT3%",15,3.1972,86.7,2.99,3.78,10,2.6685,90.0,3.43,4.55,7.4,4.18,-2.7,,,,
30,-40,20,not_weak,,,deep,,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | DD:deep | bbw_contract",19,4.3057,78.9,2.77,4.91,14,5.4238,85.7,3.43,8.3,12.1,7.25,-3.21,,,,
30,-40,20,not_weak,,,deep,any,bbw_pt,30.0,3.0,"WR(30,-40) | MFI:not_weak | DD:deep | STR:any | bbw_pt | PT3%",15,3.1972,86.7,2.99,3.78,10,2.6685,90.0,3.43,4.55,7.4,4.18,-2.7,,,,
30,-40,20,not_weak,,not_dry,deep,,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | VOL:not_dry | DD:deep | bbw_contract",19,4.3057,78.9,2.77,4.91,14,5.4238,85.7,3.43,8.3,12.1,7.25,-3.21,,,,
30,-40,20,not_weak,,not_dry,deep,any,bbw_pt,30.0,3.0,"WR(30,-40) | MFI:not_weak | VOL:not_dry | DD:deep | STR:any | bbw_pt | PT3%",15,3.1972,86.7,2.99,3.78,10,2.6685,90.0,3.43,4.55,7.4,4.18,-2.7,,,,
30,-30,20,not_weak,oversold,not_dry,,,bbw_pt,30.0,5.0,"WR(30,-30) | MFI:not_weak | RSI:oversold | VOL:not_dry | bbw_pt | PT5%",19,-0.8557,57.9,-0.77,0.63,14,2.432,71.4,3.42,4.67,12.6,2.68,-3.45,,,,
30,-30,20,accumulating,,,deep,,bbw_contract,30.0,,"WR(30,-30) | MFI:accumulating | DD:deep | bbw_contract | SL5%",19,3.1856,73.7,2.23,3.05,13,3.0655,84.6,3.42,7.26,9.7,5.82,-2.18,5.0,,,
30,-30,20,accumulating,,not_dry,deep,,bbw_contract,30.0,,"WR(30,-30) | MFI:accumulating | VOL:not_dry | DD:deep | bbw_contract | SL5%",19,3.1856,73.7,2.23,3.05,13,3.0655,84.6,3.42,7.26,9.7,5.82,-2.18,5.0,,,
30,-40,20,not_weak,oversold,not_dry,,,bbw_pt,30.0,5.0,"WR(30,-40) | MFI:not_weak | RSI:oversold | VOL:not_dry | bbw_pt | PT5%",19,-0.8557,57.9,-0.77,0.63,14,2.432,71.4,3.42,4.67,12.6,2.68,-3.45,,,,
30,-40,20,accumulating,,,deep,,bbw_contract,30.0,,"WR(30,-40) | MFI:accumulating | DD:deep | bbw_contract | SL5%",19,3.1856,73.7,2.23,3.05,13,3.0655,84.6,3.42,7.26,9.7,5.82,-2.18,5.0,,,
30,-40,20,accumulating,,not_dry,deep,,bbw_contract,30.0,,"WR(30,-40) | MFI:accumulating | VOL:not_dry | DD:deep | bbw_contract | SL5%",19,3.1856,73.7,2.23,3.05,13,3.0655,84.6,3.42,7.26,9.7,5.82,-2.18,5.0,,,
30,-40,20,not_weak,,,moderate,any,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | DD:moderate | STR:any | bbw_contract | TR3.0ATR",32,2.6486,71.9,1.82,2.76,22,3.518,81.8,3.36,7.31,10.3,5.6,-2.15,,3.0,,
30,-30,20,not_weak,,,moderate,any,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | DD:moderate | STR:any | bbw_contract | SL8%",31,3.6747,83.9,2.21,3.43,21,3.3263,90.5,3.35,6.87,11.3,6.08,-2.36,8.0,,,
30,-30,20,not_weak,,not_dry,deep,,fixed,,,"WR(30,-30) | MFI:not_weak | VOL:not_dry | DD:deep | fixed",21,3.4935,66.7,2.51,3.78,14,5.0215,85.7,3.35,6.61,15.0,8.1,-3.08,,,15.0,
30,-40,20,not_weak,,not_dry,deep,,fixed,,,"WR(30,-40) | MFI:not_weak | VOL:not_dry | DD:deep | fixed",21,3.5456,66.7,2.54,3.83,14,5.0215,85.7,3.35,6.61,15.0,8.19,-3.01,,,15.0,
30,-30,20,not_weak,,,,,bbw_pt,30.0,3.0,"WR(30,-30) | MFI:not_weak | bbw_pt | PT3%",57,1.4003,77.2,1.37,2.2,38,2.2695,86.8,3.32,5.26,9.4,2.91,-2.88,,,,
30,-30,20,not_weak,oversold,not_dry,,any,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | RSI:oversold | VOL:not_dry | STR:any | bbw_contract | TR2.0ATR",15,0.7483,53.3,0.99,1.61,11,3.0608,72.7,3.32,5.93,8.2,4.15,-1.42,,2.0,,
30,-40,20,not_weak,oversold,not_dry,,any,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | RSI:oversold | VOL:not_dry | STR:any | bbw_contract | TR2.0ATR",15,0.7483,53.3,0.99,1.61,11,3.0608,72.7,3.32,5.93,8.2,4.15,-1.42,,2.0,,
30,-30,20,not_weak,,,,,bbw_pt,30.0,3.0,"WR(30,-30) | MFI:not_weak | bbw_pt | PT3%",57,1.4003,77.2,1.37,2.2,38,2.2695,86.8,3.32,5.26,9.4,2.91,-2.88,,,,capitulation
30,-30,20,not_weak,,,,,bbw_pt,30.0,3.0,"WR(30,-30) | MFI:not_weak | bbw_pt | PT3%",57,1.4003,77.2,1.37,2.2,38,2.2695,86.8,3.32,5.26,9.4,2.91,-2.88,,,,selective
30,-40,20,not_weak,,not_dry,moderate,any,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | VOL:not_dry | DD:moderate | STR:any | bbw_contract | SL8%",29,3.8457,82.8,2.25,3.37,20,2.983,90.0,3.3,7.23,11.0,5.99,-2.34,8.0,,,
30,-40,20,accumulating,,not_dry,,,bbw_pt,30.0,5.0,"WR(30,-40) | MFI:accumulating | VOL:not_dry | bbw_pt | PT5%",40,1.4913,77.5,1.46,2.31,27,2.429,77.8,3.3,4.72,10.0,3.27,-2.83,,,,
30,-40,20,not_weak,,not_dry,moderate,any,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | VOL:not_dry | DD:moderate | STR:any | bbw_contract",27,4.4888,88.9,2.96,5.7,18,2.985,88.9,3.26,7.52,12.7,6.01,-2.55,,,,
30,-30,20,not_weak,,not_dry,moderate,any,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | VOL:not_dry | DD:moderate | STR:any | bbw_contract | TR3.0ATR",33,3.3197,75.8,2.23,3.57,22,3.1908,81.8,3.25,5.8,10.4,5.81,-2.07,,3.0,,
30,-40,20,accumulating,,,,,bbw_contract,30.0,,"WR(30,-40) | MFI:accumulating | bbw_contract",39,2.1245,76.9,1.41,2.69,27,2.9156,85.2,3.25,7.53,12.2,4.33,-2.83,,,,
30,-30,20,not_weak,,,deep,,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | DD:deep | bbw_contract | SL8%",22,3.3406,72.7,1.83,2.49,15,5.0114,80.0,3.23,7.73,10.6,7.03,-2.95,8.0,,,
30,-30,20,not_weak,,not_dry,deep,,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | VOL:not_dry | DD:deep | bbw_contract | SL8%",22,3.8353,77.3,2.19,3.09,15,5.0114,80.0,3.23,7.73,10.5,7.09,-2.84,8.0,,,
30,-30,20,not_weak,oversold,not_dry,moderate,any,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | RSI:oversold | VOL:not_dry | DD:moderate | STR:any | bbw_contract | TR2.0ATR",14,0.6295,50.0,0.81,1.48,10,3.1237,70.0,3.23,5.58,8.1,4.17,-1.54,,2.0,,
30,-40,20,not_weak,,,deep,,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | DD:deep | bbw_contract | SL8%",22,3.4505,72.7,1.88,2.54,15,5.0114,80.0,3.23,7.73,10.5,7.1,-2.89,8.0,,,
30,-40,20,not_weak,,not_dry,deep,,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | VOL:not_dry | DD:deep | bbw_contract | SL8%",22,3.9452,77.3,2.24,3.15,15,5.0114,80.0,3.23,7.73,10.4,7.15,-2.78,8.0,,,
30,-40,20,not_weak,oversold,not_dry,moderate,any,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | RSI:oversold | VOL:not_dry | DD:moderate | STR:any | bbw_contract | TR2.0ATR",14,0.6295,50.0,0.81,1.48,10,3.1237,70.0,3.23,5.58,8.1,4.17,-1.54,,2.0,,
30,-40,20,not_weak,,,moderate,,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | DD:moderate | bbw_contract",39,2.3141,82.1,1.62,2.61,27,2.7347,85.2,3.22,6.23,12.2,4.87,-3.07,,,,
30,-30,20,not_weak,,,moderate,,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | DD:moderate | bbw_contract",40,2.2806,82.5,1.63,2.62,27,2.9455,85.2,3.2,6.63,12.3,4.98,-3.06,,,,
30,-30,20,not_weak,,not_dry,,,bbw_pt,30.0,5.0,"WR(30,-30) | MFI:not_weak | VOL:not_dry | bbw_pt | PT5%",51,1.3604,74.5,1.46,2.18,34,2.4724,85.3,3.2,5.15,11.0,3.14,-3.01,,,,
30,-30,20,not_weak,,,deep,,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | DD:deep | bbw_contract | TR2.0ATR",30,2.8059,63.3,1.71,2.63,21,4.068,76.2,3.19,6.22,7.3,6.18,-2.18,,2.0,,
30,-30,20,not_weak,,not_dry,moderate,,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | VOL:not_dry | DD:moderate | bbw_contract",39,2.4499,82.1,1.9,2.98,27,2.9394,85.2,3.19,6.56,12.2,5.01,-2.98,,,,
30,-40,20,not_weak,,,moderate,any,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | DD:moderate | STR:any | bbw_contract",27,4.3507,88.9,2.85,5.56,19,2.9195,89.5,3.18,6.26,12.9,5.95,-2.66,,,,
30,-40,20,accumulating,,,,,bbw_contract,30.0,,"WR(30,-40) | MFI:accumulating | bbw_contract | SL8%",41,2.0545,75.6,1.51,2.75,28,2.8694,85.7,3.18,6.95,11.5,4.28,-2.67,8.0,,,
30,-30,20,not_weak,,,moderate,,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | DD:moderate | bbw_contract | SL8%",43,1.9589,74.4,1.41,2.2,29,2.8329,82.8,3.17,6.52,11.3,4.85,-2.87,8.0,,,
30,-30,20,not_weak,,,deep,,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | DD:deep | bbw_contract | SL5%",25,3.1513,72.0,1.96,2.79,17,4.6869,76.5,3.17,7.22,9.1,6.44,-2.57,5.0,,,
30,-30,20,not_weak,,not_dry,deep,,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | VOL:not_dry | DD:deep | bbw_contract | SL5%",24,3.5486,75.0,2.23,3.26,17,4.6869,76.5,3.17,7.22,9.2,6.6,-2.48,5.0,,,
30,-30,20,accumulating,,,,,bbw_contract,30.0,,"WR(30,-30) | MFI:accumulating | bbw_contract",41,1.5486,70.7,1.03,1.99,28,2.5347,85.7,3.17,6.97,12.2,3.78,-3.07,,,,
30,-40,20,not_weak,,,deep,,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | DD:deep | bbw_contract | SL5%",25,3.2479,72.0,2.01,2.85,17,4.6869,76.5,3.17,7.22,9.0,6.5,-2.52,5.0,,,
30,-40,20,not_weak,,not_dry,deep,,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | VOL:not_dry | DD:deep | bbw_contract | SL5%",24,3.6493,75.0,2.28,3.33,17,4.6869,76.5,3.17,7.22,9.2,6.66,-2.43,5.0,,,
30,-30,20,accumulating,,not_dry,,,bbw_pt,30.0,3.0,"WR(30,-30) | MFI:accumulating | VOL:not_dry | bbw_pt | PT3%",44,0.847,72.7,0.8,1.58,30,1.9148,80.0,3.16,4.29,9.3,2.58,-2.98,,,,
30,-40,20,not_weak,,not_dry,moderate,any,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | VOL:not_dry | DD:moderate | STR:any | bbw_contract | TR3.0ATR",31,2.9078,74.2,2.01,3.11,22,3.4106,81.8,3.16,6.13,10.3,5.66,-2.13,,3.0,,
30,-30,20,not_weak,,,,any,bbw_pt,30.0,5.0,"WR(30,-30) | MFI:not_weak | STR:any | bbw_pt | PT5%",36,2.0138,80.6,2.06,2.85,24,2.3891,83.3,3.15,4.55,11.4,3.4,-2.83,,,,
30,-30,20,not_weak,,not_dry,,,bbw_pt,30.0,3.0,"WR(30,-30) | MFI:not_weak | VOL:not_dry | bbw_pt | PT3%",54,1.2887,75.9,1.24,2.04,37,2.0363,86.5,3.15,4.72,9.7,2.83,-3.0,,,,
30,-30,20,not_weak,,not_dry,,any,bbw_pt,30.0,5.0,"WR(30,-30) | MFI:not_weak | VOL:not_dry | STR:any | bbw_pt | PT5%",36,2.0138,80.6,2.06,2.85,24,2.3891,83.3,3.15,4.55,11.4,3.4,-2.83,,,,
30,-30,20,accumulating,oversold,,,,bbw_contract,30.0,,"WR(30,-30) | MFI:accumulating | RSI:oversold | bbw_contract | SL5%",18,-0.8868,50.0,-0.97,0.64,13,2.1525,69.2,3.14,4.55,9.6,2.86,-2.82,5.0,,,
30,-30,20,accumulating,oversold,,moderate,,bbw_contract,30.0,,"WR(30,-30) | MFI:accumulating | RSI:oversold | DD:moderate | bbw_contract | SL5%",18,-0.5153,61.1,-0.55,0.79,13,2.1525,69.2,3.14,4.55,9.3,3.0,-2.63,5.0,,,
30,-30,20,accumulating,oversold,not_dry,,,bbw_contract,30.0,,"WR(30,-30) | MFI:accumulating | RSI:oversold | VOL:not_dry | bbw_contract | SL5%",18,-0.8868,50.0,-0.97,0.64,13,2.1525,69.2,3.14,4.55,9.6,2.86,-2.82,5.0,,,
30,-30,20,accumulating,oversold,not_dry,moderate,,bbw_contract,30.0,,"WR(30,-30) | MFI:accumulating | RSI:oversold | VOL:not_dry | DD:moderate | bbw_contract | SL5%",18,-0.4796,61.1,-0.51,0.8,13,2.1525,69.2,3.14,4.55,9.3,3.02,-2.63,5.0,,,
30,-40,20,accumulating,oversold,,,,bbw_contract,30.0,,"WR(30,-40) | MFI:accumulating | RSI:oversold | bbw_contract | SL5%",18,-0.8868,50.0,-0.97,0.64,13,2.1525,69.2,3.14,4.55,9.6,2.86,-2.82,5.0,,,
30,-40,20,accumulating,oversold,,moderate,,bbw_contract,30.0,,"WR(30,-40) | MFI:accumulating | RSI:oversold | DD:moderate | bbw_contract | SL5%",18,-0.5153,61.1,-0.55,0.79,13,2.1525,69.2,3.14,4.55,9.3,3.0,-2.63,5.0,,,
30,-40,20,accumulating,oversold,not_dry,,,bbw_contract,30.0,,"WR(30,-40) | MFI:accumulating | RSI:oversold | VOL:not_dry | bbw_contract | SL5%",18,-0.8868,50.0,-0.97,0.64,13,2.1525,69.2,3.14,4.55,9.6,2.86,-2.82,5.0,,,
30,-40,20,accumulating,oversold,not_dry,moderate,,bbw_contract,30.0,,"WR(30,-40) | MFI:accumulating | RSI:oversold | VOL:not_dry | DD:moderate | bbw_contract | SL5%",18,-0.4796,61.1,-0.51,0.8,13,2.1525,69.2,3.14,4.55,9.3,3.02,-2.63,5.0,,,
30,-40,20,not_weak,,,moderate,,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | DD:moderate | bbw_contract | SL8%",42,1.6173,73.8,1.22,1.97,29,3.1654,82.8,3.13,7.17,11.1,4.75,-2.87,8.0,,,
30,-40,20,accumulating,,not_dry,,,bbw_pt,30.0,3.0,"WR(30,-40) | MFI:accumulating | VOL:not_dry | bbw_pt | PT3%",44,1.5707,84.1,1.58,2.45,30,1.9831,76.7,3.13,4.16,8.4,2.83,-2.55,,,,
30,-40,20,not_weak,,not_dry,moderate,,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | VOL:not_dry | DD:moderate | bbw_contract",39,2.5118,82.1,1.93,3.03,26,2.7032,84.6,3.12,5.92,12.1,4.9,-2.98,,,,
30,-30,20,not_weak,,not_dry,moderate,any,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | VOL:not_dry | DD:moderate | STR:any | bbw_contract | TR2.0ATR",35,3.5973,71.4,2.38,4.41,24,3.2258,79.2,3.11,5.33,8.8,5.9,-1.63,,2.0,,
30,-30,20,not_weak,oversold,,,,bbw_pt,30.0,3.0,"WR(30,-30) | MFI:not_weak | RSI:oversold | bbw_pt | PT3%",21,-0.471,61.9,-0.44,0.78,14,1.9183,71.4,3.11,3.95,11.1,2.36,-3.24,,,,
30,-40,20,not_weak,oversold,,,,bbw_pt,30.0,3.0,"WR(30,-40) | MFI:not_weak | RSI:oversold | bbw_pt | PT3%",21,-0.471,61.9,-0.44,0.78,14,1.9183,71.4,3.11,3.95,11.1,2.36,-3.24,,,,
30,-40,20,not_weak,,,moderate,any,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | DD:moderate | STR:any | bbw_contract | SL8%",30,3.7282,83.3,2.21,3.38,20,2.8676,90.0,3.09,5.82,11.2,5.93,-2.44,8.0,,,
30,-30,20,not_weak,oversold,,,any,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | RSI:oversold | STR:any | bbw_contract | TR3.0ATR",15,0.1038,60.0,0.11,1.05,11,3.8784,81.8,3.08,8.1,9.9,4.23,-1.96,,3.0,,
