cfg_wr_period,cfg_wr_thresh,cfg_sma_period,cfg_mfi_filter,cfg_rsi_filter,cfg_vol_filter,cfg_dd_filter,cfg_streak_filter,cfg_exit_mode,cfg_max_hold,cfg_profit_target,label,is_n,is_avg,is_win,is_sharpe,is_pf,oos_n,oos_avg,oos_win,oos_sharpe,oos_pf,avg_hold,avg_peak,avg_dd,cfg_stop_loss,cfg_trail_atr,cfg_hold_days,cfg_breadth_mode
30,-40,20,not_weak,oversold,,,any,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | RSI:oversold | STR:any | bbw_contract | TR3.0ATR",15,0.1038,60.0,0.11,1.05,11,3.8784,81.8,3.08,8.1,9.9,4.23,-1.96,,3.0,,
30,-30,20,not_weak,oversold,not_dry,,,bbw_pt,30.0,3.0,"WR(30,-30) | MFI:not_weak | RSI:oversold | VOL:not_dry | bbw_pt | PT3%",21,-0.4746,61.9,-0.44,0.77,14,1.9066,71.4,3.07,3.88,10.9,2.35,-3.19,,,,
30,-30,20,accumulating,,not_dry,,,bbw_contract,30.0,,"WR(30,-30) | MFI:accumulating | VOL:not_dry | bbw_contract",40,1.3739,67.5,0.89,1.8,27,2.4957,85.2,3.07,6.67,12.6,3.81,-3.24,,,,
30,-40,20,not_weak,,,deep,,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | DD:deep | bbw_contract | TR2.0ATR",30,2.964,66.7,1.84,2.8,20,4.0049,75.0,3.07,5.9,7.4,6.15,-2.22,,2.0,,
30,-40,20,not_weak,oversold,not_dry,,,bbw_pt,30.0,3.0,"WR(30,-40) | MFI:not_weak | RSI:oversold | VOL:not_dry | bbw_pt | PT3%",21,-0.4746,61.9,-0.44,0.77,14,1.9066,71.4,3.07,3.88,10.9,2.35,-3.19,,,,
30,-30,20,not_weak,oversold,,moderate,any,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | RSI:oversold | DD:moderate | STR:any | bbw_contract | TR3.0ATR",14,-0.061,57.1,-0.06,0.97,10,4.023,80.0,3.05,7.7,10.0,4.25,-2.13,,3.0,,
30,-40,20,not_weak,oversold,,moderate,any,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | RSI:oversold | DD:moderate | STR:any | bbw_contract | TR3.0ATR",14,-0.061,57.1,-0.06,0.97,10,4.023,80.0,3.05,7.7,10.0,4.25,-2.13,,3.0,,
30,-30,20,not_weak,,not_dry,deep,,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | VOL:not_dry | DD:deep | bbw_contract | TR2.0ATR",30,2.8059,63.3,1.71,2.63,20,3.9288,75.0,3.02,5.81,7.4,5.96,-2.22,,2.0,,
30,-40,20,not_weak,,,,,bbw_pt,30.0,5.0,"WR(30,-40) | MFI:not_weak | bbw_pt | PT5%",51,1.7219,78.4,1.87,2.65,34,2.4664,82.4,3.02,4.43,10.6,3.29,-2.89,,,,
30,-40,20,not_weak,,not_dry,deep,,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | VOL:not_dry | DD:deep | bbw_contract | TR2.0ATR",29,2.8824,65.5,1.76,2.69,20,3.9288,75.0,3.02,5.81,7.5,5.93,-2.27,,2.0,,
30,-40,20,accumulating,,,,,fixed,,,"WR(30,-40) | MFI:accumulating | fixed",37,2.1081,62.2,1.3,2.13,26,2.4471,76.9,3.02,4.98,15.0,5.55,-2.78,,,15.0,
30,-30,20,not_weak,oversold,,,any,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | RSI:oversold | STR:any | bbw_contract | SL5%",13,0.0386,69.2,0.04,1.02,10,3.9705,90.0,2.98,7.71,11.3,4.1,-2.3,5.0,,,
30,-30,20,not_weak,oversold,,moderate,,bbw_pt,30.0,5.0,"WR(30,-30) | MFI:not_weak | RSI:oversold | DD:moderate | bbw_pt | PT5%",17,-0.8728,58.8,-0.74,0.66,12,2.208,66.7,2.98,3.91,13.0,2.74,-3.77,,,,
30,-40,20,not_weak,oversold,,,any,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | RSI:oversold | STR:any | bbw_contract | SL5%",13,0.0386,69.2,0.04,1.02,10,3.9705,90.0,2.98,7.71,11.3,4.1,-2.3,5.0,,,
30,-40,20,not_weak,oversold,,moderate,,bbw_pt,30.0,5.0,"WR(30,-40) | MFI:not_weak | RSI:oversold | DD:moderate | bbw_pt | PT5%",17,-0.8728,58.8,-0.74,0.66,12,2.208,66.7,2.98,3.91,13.0,2.74,-3.77,,,,
30,-30,20,not_weak,,,moderate,any,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | DD:moderate | STR:any | bbw_contract | SL5%",31,3.5748,80.6,2.39,3.83,22,3.4908,86.4,2.97,5.54,10.7,6.15,-1.95,5.0,,,
30,-30,20,not_weak,oversold,,,any,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | RSI:oversold | STR:any | bbw_contract | TR2.0ATR",16,0.4043,50.0,0.52,1.28,12,2.7071,66.7,2.96,5.05,8.0,3.95,-1.53,,2.0,,
30,-40,20,not_weak,oversold,,,any,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | RSI:oversold | STR:any | bbw_contract | TR2.0ATR",16,0.4043,50.0,0.52,1.28,12,2.7071,66.7,2.96,5.05,8.0,3.95,-1.53,,2.0,,
30,-30,20,not_weak,,,moderate,any,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | DD:moderate | STR:any | bbw_contract | TR2.0ATR",36,3.3653,69.4,2.22,3.91,25,3.0494,76.0,2.95,5.0,8.7,5.75,-1.68,,2.0,,
30,-30,20,not_weak,,,,any,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | STR:any | bbw_contract",35,2.7072,80.0,1.97,3.42,24,3.4195,83.3,2.94,6.64,13.6,5.12,-2.82,,,,
30,-30,20,not_weak,,not_dry,,any,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | VOL:not_dry | STR:any | bbw_contract",35,2.7072,80.0,1.97,3.42,24,3.4195,83.3,2.94,6.64,13.6,5.12,-2.82,,,,
30,-30,20,not_weak,oversold,,,,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | RSI:oversold | bbw_contract",19,-0.9935,57.9,-0.92,0.57,14,3.6099,71.4,2.94,6.55,14.0,3.37,-3.44,,,,
30,-30,20,not_weak,oversold,not_dry,moderate,,bbw_pt,30.0,5.0,"WR(30,-30) | MFI:not_weak | RSI:oversold | VOL:not_dry | DD:moderate | bbw_pt | PT5%",17,-0.835,58.8,-0.71,0.67,12,2.1943,66.7,2.94,3.84,13.0,2.76,-3.77,,,,
30,-40,20,not_weak,,,,any,bbw_pt,30.0,5.0,"WR(30,-40) | MFI:not_weak | STR:any | bbw_pt | PT5%",34,2.0432,79.4,2.03,2.78,23,2.1296,82.6,2.94,4.11,11.6,3.36,-2.92,,,,
30,-40,20,not_weak,,not_dry,,any,bbw_pt,30.0,5.0,"WR(30,-40) | MFI:not_weak | VOL:not_dry | STR:any | bbw_pt | PT5%",34,2.0432,79.4,2.03,2.78,23,2.1296,82.6,2.94,4.11,11.6,3.36,-2.92,,,,
30,-40,20,not_weak,oversold,,,,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | RSI:oversold | bbw_contract",19,-0.9935,57.9,-0.92,0.57,14,3.6099,71.4,2.94,6.55,14.0,3.37,-3.44,,,,
30,-40,20,not_weak,oversold,not_dry,moderate,,bbw_pt,30.0,5.0,"WR(30,-40) | MFI:not_weak | RSI:oversold | VOL:not_dry | DD:moderate | bbw_pt | PT5%",17,-0.835,58.8,-0.71,0.67,12,2.1943,66.7,2.94,3.84,13.0,2.76,-3.77,,,,
30,-30,20,accumulating,,,,,bbw_contract,30.0,,"WR(30,-30) | MFI:accumulating | bbw_contract | SL8%",43,1.4692,67.4,1.07,2.0,30,2.4052,86.7,2.93,5.92,11.4,3.76,-2.91,8.0,,,
30,-30,20,accumulating,,not_dry,,,bbw_contract,30.0,,"WR(30,-30) | MFI:accumulating | VOL:not_dry | bbw_contract | SL8%",43,1.1872,65.1,0.84,1.7,29,2.4397,86.2,2.93,5.82,11.5,3.8,-3.02,8.0,,,
30,-30,20,not_weak,oversold,,moderate,,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | RSI:oversold | DD:moderate | bbw_contract | SL8%",19,-1.0457,57.9,-1.04,0.58,13,3.7164,69.2,2.92,6.3,12.7,3.47,-3.3,8.0,,,
30,-30,20,not_weak,oversold,not_dry,,,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | RSI:oversold | VOL:not_dry | bbw_contract",19,-0.9968,57.9,-0.92,0.57,14,3.5982,71.4,2.92,6.43,14.0,3.36,-3.45,,,,
30,-40,20,not_weak,,,,,bbw_pt,30.0,3.0,"WR(30,-40) | MFI:not_weak | bbw_pt | PT3%",54,1.6978,81.5,1.67,2.57,37,2.1039,83.8,2.92,4.18,9.2,3.01,-2.81,,,,
30,-40,20,not_weak,oversold,,moderate,,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | RSI:oversold | DD:moderate | bbw_contract | SL8%",19,-1.0457,57.9,-1.04,0.58,13,3.7164,69.2,2.92,6.3,12.7,3.47,-3.3,8.0,,,
30,-40,20,not_weak,oversold,not_dry,,,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | RSI:oversold | VOL:not_dry | bbw_contract",19,-0.9968,57.9,-0.92,0.57,14,3.5982,71.4,2.92,6.43,14.0,3.36,-3.45,,,,
30,-40,20,not_weak,,,,any,bbw_pt,30.0,3.0,"WR(30,-40) | MFI:not_weak | STR:any | bbw_pt | PT3%",36,2.0449,80.6,2.15,2.9,24,1.7567,83.3,2.87,3.68,10.0,3.01,-2.72,,,,
30,-40,20,not_weak,,not_dry,,any,bbw_pt,30.0,3.0,"WR(30,-40) | MFI:not_weak | VOL:not_dry | STR:any | bbw_pt | PT3%",36,2.0449,80.6,2.15,2.9,24,1.7567,83.3,2.87,3.68,10.0,3.01,-2.72,,,,
30,-40,20,accumulating,,not_dry,,,fixed,,,"WR(30,-40) | MFI:accumulating | VOL:not_dry | fixed",37,2.3228,64.9,1.42,2.26,25,2.3662,76.0,2.87,4.7,15.0,5.66,-2.8,,,15.0,
30,-30,20,not_weak,oversold,,moderate,any,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | RSI:oversold | DD:moderate | STR:any | bbw_contract | TR2.0ATR",15,0.2705,46.7,0.34,1.18,11,2.7321,63.6,2.86,4.75,8.0,3.95,-1.65,,2.0,,
30,-40,20,not_weak,,not_dry,,,bbw_pt,30.0,3.0,"WR(30,-40) | MFI:not_weak | VOL:not_dry | bbw_pt | PT3%",52,1.4939,80.8,1.48,2.33,36,2.0724,83.3,2.86,4.04,9.4,2.94,-2.87,,,,
30,-40,20,not_weak,,not_dry,moderate,any,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | VOL:not_dry | DD:moderate | STR:any | bbw_contract | TR2.0ATR",34,3.6422,70.6,2.37,4.36,23,2.8226,78.3,2.86,4.63,8.6,5.76,-1.68,,2.0,,
30,-40,20,not_weak,oversold,,moderate,any,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | RSI:oversold | DD:moderate | STR:any | bbw_contract | TR2.0ATR",15,0.2705,46.7,0.34,1.18,11,2.7321,63.6,2.86,4.75,8.0,3.95,-1.65,,2.0,,
30,-40,20,not_weak,,not_dry,,,bbw_pt,30.0,5.0,"WR(30,-40) | MFI:not_weak | VOL:not_dry | bbw_pt | PT5%",48,1.6887,79.2,1.81,2.6,33,2.2421,81.8,2.83,4.01,10.9,3.24,-2.98,,,,
30,-30,20,not_weak,,not_dry,moderate,,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | VOL:not_dry | DD:moderate | bbw_contract | SL8%",43,2.1429,76.7,1.56,2.44,29,2.6733,82.8,2.8,4.89,11.1,4.9,-2.84,8.0,,,
30,-40,20,not_weak,,not_dry,moderate,,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | VOL:not_dry | DD:moderate | bbw_contract | SL8%",42,2.1708,76.2,1.55,2.42,29,2.4771,82.8,2.78,4.6,10.9,4.8,-2.84,8.0,,,
30,-40,20,accumulating,,not_dry,,,bbw_contract,30.0,,"WR(30,-40) | MFI:accumulating | VOL:not_dry | bbw_contract",38,2.1124,76.3,1.38,2.64,26,2.6609,80.8,2.78,5.12,12.6,4.38,-3.0,,,,
30,-30,20,not_weak,,not_dry,moderate,any,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | VOL:not_dry | DD:moderate | STR:any | bbw_contract | SL5%",31,4.3078,83.9,2.81,4.96,21,2.8393,85.7,2.76,4.56,10.7,6.21,-1.88,5.0,,,
30,-30,20,not_weak,oversold,,,,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | RSI:oversold | bbw_contract | SL8%",21,-0.8443,61.9,-0.87,0.63,15,3.3236,66.7,2.76,6.09,12.5,3.34,-3.06,8.0,,,
30,-30,20,not_weak,oversold,,moderate,,bbw_pt,30.0,3.0,"WR(30,-30) | MFI:not_weak | RSI:oversold | DD:moderate | bbw_pt | PT3%",18,-0.7001,61.1,-0.61,0.71,12,1.8338,66.7,2.76,3.41,11.5,2.41,-3.63,,,,
30,-40,20,not_weak,oversold,,,,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | RSI:oversold | bbw_contract | SL8%",21,-0.8443,61.9,-0.87,0.63,15,3.3236,66.7,2.76,6.09,12.5,3.34,-3.06,8.0,,,
30,-40,20,not_weak,oversold,,moderate,,bbw_pt,30.0,3.0,"WR(30,-40) | MFI:not_weak | RSI:oversold | DD:moderate | bbw_pt | PT3%",18,-0.7001,61.1,-0.61,0.71,12,1.8338,66.7,2.76,3.41,11.5,2.41,-3.63,,,,
30,-30,20,not_weak,oversold,not_dry,,any,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | RSI:oversold | VOL:not_dry | STR:any | bbw_contract | TR3.0ATR",15,1.9272,66.7,1.38,2.22,10,1.8337,80.0,2.75,3.19,10.0,4.29,-1.92,,3.0,,
30,-30,20,not_weak,oversold,not_dry,moderate,any,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | RSI:oversold | VOL:not_dry | DD:moderate | STR:any | bbw_contract | TR3.0ATR",13,0.3489,61.5,0.36,1.19,10,3.7866,80.0,2.75,5.52,10.1,4.32,-2.09,,3.0,,
30,-40,20,not_weak,oversold,not_dry,,any,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | RSI:oversold | VOL:not_dry | STR:any | bbw_contract | TR3.0ATR",15,1.9272,66.7,1.38,2.22,10,1.8337,80.0,2.75,3.19,10.0,4.29,-1.92,,3.0,,
30,-40,20,not_weak,oversold,not_dry,moderate,any,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | RSI:oversold | VOL:not_dry | DD:moderate | STR:any | bbw_contract | TR3.0ATR",13,0.3489,61.5,0.36,1.19,10,3.7866,80.0,2.75,5.52,10.1,4.32,-2.09,,3.0,,
30,-30,20,not_weak,,,,any,fixed,,,"WR(30,-30) | MFI:not_weak | STR:any | fixed",35,3.049,65.7,1.85,3.0,24,3.0687,75.0,2.73,4.99,15.0,6.0,-2.66,,,15.0,
30,-30,20,not_weak,oversold,not_dry,moderate,,bbw_pt,30.0,3.0,"WR(30,-30) | MFI:not_weak | RSI:oversold | VOL:not_dry | DD:moderate | bbw_pt | PT3%",18,-0.6651,61.1,-0.58,0.72,12,1.8201,66.7,2.72,3.35,11.4,2.42,-3.56,,,,
30,-40,20,not_weak,,,,any,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | STR:any | bbw_contract",33,2.7795,78.8,1.97,3.35,23,3.0421,82.6,2.72,5.94,13.8,5.03,-2.91,,,,
30,-40,20,not_weak,,,moderate,any,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | DD:moderate | STR:any | bbw_contract | TR2.0ATR",35,3.4022,68.6,2.21,3.86,24,2.6556,75.0,2.72,4.34,8.6,5.61,-1.72,,2.0,,
30,-40,20,not_weak,,not_dry,,any,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | VOL:not_dry | STR:any | bbw_contract",33,2.7795,78.8,1.97,3.35,23,3.0421,82.6,2.72,5.94,13.8,5.03,-2.91,,,,
30,-40,20,not_weak,oversold,not_dry,moderate,,bbw_pt,30.0,3.0,"WR(30,-40) | MFI:not_weak | RSI:oversold | VOL:not_dry | DD:moderate | bbw_pt | PT3%",18,-0.6651,61.1,-0.58,0.72,12,1.8201,66.7,2.72,3.35,11.4,2.42,-3.56,,,,
30,-30,20,not_weak,,,deep,,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | DD:deep | bbw_contract | TR3.0ATR",25,3.7225,76.0,2.42,3.48,17,4.0725,76.5,2.7,5.37,9.2,6.28,-2.52,,3.0,,
30,-30,20,not_weak,,not_dry,deep,,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | VOL:not_dry | DD:deep | bbw_contract | TR3.0ATR",25,3.7225,76.0,2.42,3.48,17,4.0725,76.5,2.7,5.37,9.2,6.28,-2.52,,3.0,,
30,-30,20,not_weak,oversold,,moderate,,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | RSI:oversold | DD:moderate | bbw_contract",17,-0.8728,58.8,-0.74,0.66,12,3.5685,66.7,2.7,5.7,14.4,3.51,-3.77,,,,
30,-40,20,not_weak,,,moderate,any,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | DD:moderate | STR:any | bbw_contract | SL5%",30,3.6249,80.0,2.38,3.78,21,3.0617,85.7,2.7,4.8,10.6,5.99,-2.01,5.0,,,
30,-40,20,not_weak,,,deep,,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | DD:deep | bbw_contract | TR3.0ATR",25,3.8192,76.0,2.46,3.54,17,4.0725,76.5,2.7,5.37,9.1,6.34,-2.47,,3.0,,
30,-40,20,not_weak,,not_dry,deep,,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | VOL:not_dry | DD:deep | bbw_contract | TR3.0ATR",25,3.8192,76.0,2.46,3.54,17,4.0725,76.5,2.7,5.37,9.1,6.34,-2.47,,3.0,,
30,-40,20,not_weak,oversold,,moderate,,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | RSI:oversold | DD:moderate | bbw_contract",17,-0.8728,58.8,-0.74,0.66,12,3.5685,66.7,2.7,5.7,14.4,3.51,-3.77,,,,
30,-30,20,not_weak,oversold,not_dry,moderate,,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | RSI:oversold | VOL:not_dry | DD:moderate | bbw_contract",17,-0.835,58.8,-0.71,0.67,12,3.5548,66.7,2.69,5.6,14.3,3.53,-3.77,,,,
30,-40,20,not_weak,oversold,not_dry,moderate,,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | RSI:oversold | VOL:not_dry | DD:moderate | bbw_contract",17,-0.835,58.8,-0.71,0.67,12,3.5548,66.7,2.69,5.6,14.3,3.53,-3.77,,,,
30,-40,20,accumulating,,,moderate,,bbw_contract,30.0,,"WR(30,-40) | MFI:accumulating | DD:moderate | bbw_contract | TR3.0ATR",39,2.1066,71.8,1.72,2.64,26,2.6589,76.9,2.69,4.03,8.8,4.61,-2.25,,3.0,,
30,-40,20,accumulating,,not_dry,moderate,,bbw_contract,30.0,,"WR(30,-40) | MFI:accumulating | VOL:not_dry | DD:moderate | bbw_contract | TR3.0ATR",39,2.1066,71.8,1.72,2.64,26,2.6589,76.9,2.69,4.03,8.8,4.61,-2.25,,3.0,,
30,-30,20,not_weak,,,,any,bbw_pt,30.0,3.0,"WR(30,-30) | MFI:not_weak | STR:any | bbw_pt | PT3%",37,2.1482,83.8,2.32,3.22,26,1.6855,80.8,2.67,3.31,9.9,2.99,-2.65,,,,
30,-30,20,not_weak,,not_dry,,any,bbw_pt,30.0,3.0,"WR(30,-30) | MFI:not_weak | VOL:not_dry | STR:any | bbw_pt | PT3%",37,2.1482,83.8,2.32,3.22,26,1.6855,80.8,2.67,3.31,9.9,2.99,-2.65,,,,
30,-30,20,not_weak,,,moderate,,fixed,,,"WR(30,-30) | MFI:not_weak | DD:moderate | fixed",39,3.0893,64.1,1.82,2.94,27,4.2315,74.1,2.66,5.44,15.0,7.07,-2.93,,,15.0,
30,-30,20,not_weak,,not_dry,,any,fixed,,,"WR(30,-30) | MFI:not_weak | VOL:not_dry | STR:any | fixed",35,3.049,65.7,1.85,3.0,24,3.0152,75.0,2.66,4.67,15.0,6.0,-2.64,,,15.0,
30,-40,20,not_weak,,not_dry,moderate,,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | VOL:not_dry | DD:moderate | bbw_contract | TR3.0ATR",51,1.7938,70.6,1.42,2.15,34,2.1957,73.5,2.62,3.63,9.0,4.43,-2.27,,3.0,,
30,-30,20,not_weak,,,moderate,,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | DD:moderate | bbw_contract | SL5%",50,1.283,70.0,1.04,1.72,34,2.9981,79.4,2.61,4.32,9.5,4.66,-2.48,5.0,,,
30,-30,20,not_weak,,not_dry,,,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | VOL:not_dry | bbw_contract",49,1.8582,73.5,1.49,2.55,33,2.3107,81.8,2.61,4.97,12.6,4.22,-3.05,,,,
30,-30,20,not_weak,oversold,,,,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | RSI:oversold | bbw_contract | TR2.0ATR",30,-0.6832,46.7,-1.02,0.62,20,2.4279,65.0,2.6,3.48,8.1,3.0,-2.01,,2.0,,
30,-40,20,not_weak,oversold,,,,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | RSI:oversold | bbw_contract | TR2.0ATR",30,-0.6832,46.7,-1.02,0.62,20,2.4279,65.0,2.6,3.48,8.1,3.0,-2.01,,2.0,,
30,-30,20,not_weak,oversold,not_dry,,,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | RSI:oversold | VOL:not_dry | bbw_contract | TR2.0ATR",30,-0.6853,46.7,-1.02,0.62,20,2.4195,65.0,2.59,3.45,8.0,2.99,-2.01,,2.0,,
30,-40,20,not_weak,oversold,not_dry,,,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | RSI:oversold | VOL:not_dry | bbw_contract | TR2.0ATR",30,-0.6853,46.7,-1.02,0.62,20,2.4195,65.0,2.59,3.45,8.0,2.99,-2.01,,2.0,,
30,-30,20,not_weak,oversold,,,,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | RSI:oversold | bbw_contract | SL5%",25,-0.6368,56.0,-0.77,0.7,17,3.101,70.6,2.57,4.61,10.6,3.24,-2.61,5.0,,,
30,-40,20,not_weak,oversold,,,,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | RSI:oversold | bbw_contract | SL5%",25,-0.6368,56.0,-0.77,0.7,17,3.101,70.6,2.57,4.61,10.6,3.24,-2.61,5.0,,,
30,-30,20,not_weak,oversold,not_dry,,,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | RSI:oversold | VOL:not_dry | bbw_contract | SL8%",22,-0.8399,59.1,-0.89,0.62,15,3.2866,73.3,2.56,4.47,12.1,3.35,-2.98,8.0,,,
30,-40,20,not_weak,oversold,not_dry,,,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | RSI:oversold | VOL:not_dry | bbw_contract | SL8%",22,-0.8399,59.1,-0.89,0.62,15,3.2866,73.3,2.56,4.47,12.1,3.35,-2.98,8.0,,,
30,-30,20,not_weak,oversold,not_dry,,,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | RSI:oversold | VOL:not_dry | bbw_contract | SL5%",25,-0.6393,56.0,-0.78,0.7,17,3.0916,70.6,2.55,4.56,10.5,3.23,-2.62,5.0,,,
30,-40,20,not_weak,oversold,not_dry,,,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | RSI:oversold | VOL:not_dry | bbw_contract | SL5%",25,-0.6393,56.0,-0.78,0.7,17,3.0916,70.6,2.55,4.56,10.5,3.23,-2.62,5.0,,,
30,-30,20,not_weak,,,,any,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | STR:any | bbw_contract | TR3.0ATR",40,2.2066,72.5,1.66,2.67,27,2.9438,77.8,2.54,4.38,10.9,4.97,-2.23,,3.0,,
30,-30,20,not_weak,,not_dry,,any,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | VOL:not_dry | STR:any | bbw_contract | TR3.0ATR",40,2.2066,72.5,1.66,2.67,27,2.9438,77.8,2.54,4.38,10.9,4.97,-2.23,,3.0,,
30,-30,20,not_weak,oversold,,moderate,,bbw_contract,30.0,,"WR(30,-30) | MFI:not_weak | RSI:oversold | DD:moderate | bbw_contract | SL5%",22,-0.7896,54.5,-0.91,0.67,16,3.1557,68.8,2.54,4.46,10.5,3.33,-2.77,5.0,,,
30,-30,20,accumulating,,,moderate,,bbw_contract,30.0,,"WR(30,-30) | MFI:accumulating | DD:moderate | bbw_contract | TR3.0ATR",39,2.0016,71.8,1.66,2.56,26,2.3018,76.9,2.54,3.63,8.7,4.28,-2.32,,3.0,,
30,-30,20,accumulating,,not_dry,moderate,,bbw_contract,30.0,,"WR(30,-30) | MFI:accumulating | VOL:not_dry | DD:moderate | bbw_contract | TR3.0ATR",39,2.0016,71.8,1.66,2.56,26,2.3018,76.9,2.54,3.63,8.7,4.28,-2.32,,3.0,,
30,-30,20,accumulating,oversold,,,,bbw_contract,30.0,,"WR(30,-30) | MFI:accumulating | RSI:oversold | bbw_contract | TR3.0ATR",19,-0.7092,42.1,-0.78,0.7,13,1.8677,69.2,2.54,3.21,8.7,3.01,-2.44,,3.0,,
30,-30,20,accumulating,oversold,,moderate,,bbw_contract,30.0,,"WR(30,-30) | MFI:accumulating | RSI:oversold | DD:moderate | bbw_contract | TR3.0ATR",19,-0.1482,52.6,-0.16,0.93,13,1.8677,69.2,2.54,3.21,8.5,3.15,-2.26,,3.0,,
30,-30,20,accumulating,oversold,not_dry,,,bbw_contract,30.0,,"WR(30,-30) | MFI:accumulating | RSI:oversold | VOL:not_dry | bbw_contract | TR3.0ATR",19,-0.7092,42.1,-0.78,0.7,13,1.8677,69.2,2.54,3.21,8.7,3.01,-2.44,,3.0,,
30,-30,20,accumulating,oversold,not_dry,moderate,,bbw_contract,30.0,,"WR(30,-30) | MFI:accumulating | RSI:oversold | VOL:not_dry | DD:moderate | bbw_contract | TR3.0ATR",19,-0.1143,52.6,-0.13,0.94,13,1.8677,69.2,2.54,3.21,8.5,3.17,-2.26,,3.0,,
30,-40,20,not_weak,,,,any,fixed,,,"WR(30,-40) | MFI:not_weak | STR:any | fixed",33,3.1088,63.6,1.83,2.92,23,2.8676,73.9,2.54,4.58,15.0,5.92,-2.74,,,15.0,
30,-40,20,not_weak,,,moderate,,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | DD:moderate | bbw_contract | SL5%",49,1.3071,69.4,1.05,1.72,34,2.8051,79.4,2.54,4.11,9.3,4.57,-2.48,5.0,,,
30,-40,20,not_weak,oversold,,moderate,,bbw_contract,30.0,,"WR(30,-40) | MFI:not_weak | RSI:oversold | DD:moderate | bbw_contract | SL5%",22,-0.7896,54.5,-0.91,0.67,16,3.1557,68.8,2.54,4.46,10.5,3.33,-2.77,5.0,,,
30,-40,20,accumulating,oversold,,,,bbw_contract,30.0,,"WR(30,-40) | MFI:accumulating | RSI:oversold | bbw_contract | TR3.0ATR",19,-0.7092,42.1,-0.78,0.7,13,1.8677,69.2,2.54,3.21,8.7,3.01,-2.44,,3.0,,
