wr_period,wr_thresh,bb_period,bb_std,entry_mode,adx_filter,in_sample_n,in_sample_3d_avg,in_sample_3d_win,in_sample_3d_sharpe,in_sample_3d_pf,in_sample_5d_avg,in_sample_5d_win,in_sample_5d_sharpe,in_sample_5d_pf,in_sample_10d_avg,in_sample_10d_win,in_sample_10d_sharpe,in_sample_10d_pf,in_sample_20d_avg,in_sample_20d_win,in_sample_20d_sharpe,in_sample_20d_pf,out_of_sample_n,out_of_sample_3d_avg,out_of_sample_3d_win,out_of_sample_3d_sharpe,out_of_sample_3d_pf,out_of_sample_5d_avg,out_of_sample_5d_win,out_of_sample_5d_sharpe,out_of_sample_5d_pf,out_of_sample_10d_avg,out_of_sample_10d_win,out_of_sample_10d_sharpe,out_of_sample_10d_pf,out_of_sample_20d_avg,out_of_sample_20d_win,out_of_sample_20d_sharpe,out_of_sample_20d_pf
20,-40,20,2.0,mean_revert,True,84.0,0.22496,49.2,0.562,1.262,0.34340000000000004,51.86,0.686,1.334,0.70566,52.08,1.134,1.6920000000000002,1.9472200000000002,61.160000000000004,2.38,4.496,39.6,0.5231,60.075,1.8199999999999998,1.975,0.8187,63.55,2.4075,2.8125,1.01895,60.625,2.5725000000000002,4.2475,2.004625,63.325,3.6425,9.280000000000001
30,-50,15,1.5,mean_revert,False,77.4,0.27934000000000003,51.86,0.712,1.33,0.37882000000000005,51.019999999999996,0.6779999999999999,1.3960000000000001,0.7224,50.36,0.8879999999999999,1.596,1.92836,58.67999999999999,2.396,5.702,48.0,0.83356,56.9,1.386,3.3619999999999997,1.4383599999999999,66.03999999999999,2.564,1.082,1.9584599999999999,65.9,2.5700000000000003,14.351999999999999,2.5908,64.14,2.784,9.604000000000001
30,-50,15,1.0,mean_revert,False,77.4,0.27934000000000003,51.86,0.712,1.33,0.37882000000000005,51.019999999999996,0.6779999999999999,1.3960000000000001,0.7224,50.36,0.8879999999999999,1.596,1.92836,58.67999999999999,2.396,5.702,48.0,0.83356,56.9,1.386,3.3619999999999997,1.4383599999999999,66.03999999999999,2.564,1.082,1.9584599999999999,65.9,2.5700000000000003,14.351999999999999,2.5908,64.14,2.784,9.604000000000001
30,-50,15,2.0,mean_revert,False,77.4,0.27934000000000003,51.86,0.712,1.33,0.37882000000000005,51.019999999999996,0.6779999999999999,1.3960000000000001,0.7224,50.36,0.8879999999999999,1.596,1.92836,58.67999999999999,2.396,5.702,48.0,0.83356,56.9,1.386,3.3619999999999997,1.4383599999999999,66.03999999999999,2.564,1.082,1.9584599999999999,65.9,2.5700000000000003,14.351999999999999,2.5908,64.14,2.784,9.604000000000001
20,-40,25,2.0,mean_revert,True,82.6,0.26598,49.760000000000005,0.6439999999999999,1.302,0.40192000000000005,52.5,0.774,1.3800000000000001,0.64356,51.2,1.006,1.6480000000000001,1.8771800000000003,60.660000000000004,2.276,4.462,39.6,0.53125,60.25,1.8575,2.0025,0.8195250000000001,63.675,2.42,2.83,1.0126,60.775,2.565,4.2524999999999995,1.9761499999999999,62.975,3.6075,9.205
20,-40,25,1.5,mean_revert,True,82.6,0.26598,49.760000000000005,0.6439999999999999,1.302,0.40192000000000005,52.5,0.774,1.3800000000000001,0.64356,51.2,1.006,1.6480000000000001,1.8771800000000003,60.660000000000004,2.276,4.462,39.6,0.53125,60.25,1.8575,2.0025,0.8195250000000001,63.675,2.42,2.83,1.0126,60.775,2.565,4.2524999999999995,1.9761499999999999,62.975,3.6075,9.205
20,-40,25,1.0,mean_revert,True,82.6,0.26598,49.760000000000005,0.6439999999999999,1.302,0.40192000000000005,52.5,0.774,1.3800000000000001,0.64356,51.2,1.006,1.6480000000000001,1.8771800000000003,60.660000000000004,2.276,4.462,39.6,0.53125,60.25,1.8575,2.0025,0.8195250000000001,63.675,2.42,2.83,1.0126,60.775,2.565,4.2524999999999995,1.9761499999999999,62.975,3.6075,9.205
30,-40,25,2.0,mean_revert,False,106.8,0.3542,54.08,0.914,1.418,0.5963,54.02,1.1560000000000001,1.6320000000000001,1.00386,53.6,1.266,1.7280000000000002,2.14912,63.17999999999999,2.468,3.628,70.8,0.80346,58.779999999999994,1.6179999999999999,2.9219999999999997,1.2202600000000001,62.94,2.112,6.417999999999999,1.91454,65.94,2.54,23.201999999999998,2.4626,62.32000000000001,2.604,7.114
30,-40,25,1.0,mean_revert,False,106.8,0.3542,54.08,0.914,1.418,0.5963,54.02,1.1560000000000001,1.6320000000000001,1.00386,53.6,1.266,1.7280000000000002,2.14912,63.17999999999999,2.468,3.628,70.8,0.80346,58.779999999999994,1.6179999999999999,2.9219999999999997,1.2202600000000001,62.94,2.112,6.417999999999999,1.91454,65.94,2.54,23.201999999999998,2.4626,62.32000000000001,2.604,7.114
30,-40,25,1.5,mean_revert,False,106.8,0.3542,54.08,0.914,1.418,0.5963,54.02,1.1560000000000001,1.6320000000000001,1.00386,53.6,1.266,1.7280000000000002,2.14912,63.17999999999999,2.468,3.628,70.8,0.80346,58.779999999999994,1.6179999999999999,2.9219999999999997,1.2202600000000001,62.94,2.112,6.417999999999999,1.91454,65.94,2.54,23.201999999999998,2.4626,62.32000000000001,2.604,7.114
