state,n,win_pct,avg_ret,med_ret,std_ret,sharpe,max_dd,max_up,profit_factor,skew,insufficient
True,170,53.5,0.819,0.467,3.846,1.51,-9.67,21.26,1.8,0.9,False
ALL (baseline),640,52.7,0.51,0.232,3.7,0.98,-10.54,21.26,1.45,0.62,False
False,470,52.3,0.398,0.197,3.643,0.78,-10.54,16.04,1.34,0.5,False
