state,n,win_pct,avg_ret,med_ret,std_ret,sharpe,max_dd,max_up,profit_factor,skew,insufficient
False,570,51.9,0.085,0.047,1.713,0.35,-7.18,9.59,1.15,0.45,False
ALL (baseline),640,51.4,0.066,0.032,1.707,0.27,-7.18,9.59,1.11,0.37,False
True,70,47.1,-0.091,-0.029,1.655,-0.39,-5.17,4.32,0.86,-0.4,False
