cfg_wr_period,cfg_wr_thresh,cfg_sma_period,cfg_mfi_filter,cfg_bbw_filter,cfg_adx_filter,cfg_adx_mode,cfg_exit_mode,cfg_max_hold,label,is_n,is_avg,is_win,is_sharpe,is_pf,oos_n,oos_avg,oos_win,oos_sharpe,oos_pf,avg_hold,avg_peak,avg_dd,cfg_hold_days
20,-30,20,not_weak,,20.0,above,fixed,,"WR(20,-30) SMA20 MFI:not_weak ADXa20 fixed20",31,1.9328,67.7,1.53,2.15,22,3.3243,68.2,3.05,5.37,20.0,5.78,-3.28,20.0
20,-50,20,not_weak,,20.0,above,fixed,,"WR(20,-50) SMA20 MFI:not_weak ADXa20 fixed20",30,2.0333,66.7,1.6,2.23,21,3.4623,66.7,3.05,5.35,20.0,6.02,-3.27,20.0
30,-40,10,accumulating,not_expanded,25.0,below,mfi_exit,25.0,"WR(30,-40) SMA10 MFI:accumulating BBW:not_expanded ADXb25 mfi_exit",25,2.8131,64.0,1.7,2.64,17,3.5479,70.6,3.05,6.25,16.9,6.45,-2.62,
30,-40,20,accumulating,not_expanded,,,fixed,,"WR(30,-40) SMA20 MFI:accumulating BBW:not_expanded fixed15",31,2.2932,67.7,1.43,2.37,21,2.6668,81.0,3.05,5.03,15.0,5.73,-2.66,15.0
30,-50,10,accumulating,not_expanded,25.0,below,fixed,,"WR(30,-50) SMA10 MFI:accumulating BBW:not_expanded ADXb25 fixed15",23,2.7089,65.2,1.64,2.39,16,2.2063,75.0,3.05,4.27,15.0,6.18,-2.89,15.0
30,-50,20,,not_expanded,20.0,above,adaptive,30.0,"WR(30,-50) SMA20 BBW:not_expanded ADXa20 adaptive",33,1.2603,60.6,1.71,2.41,23,2.7574,78.3,3.05,9.0,7.0,3.29,-1.55,
14,-30,20,accumulating,,25.0,below,bbw_contract,30.0,"WR(14,-30) SMA20 MFI:accumulating ADXb25 bbw_contract",33,2.4828,78.8,1.62,2.82,22,1.9471,81.8,3.04,4.6,12.3,4.44,-2.8,
20,-30,20,,,20.0,above,fixed,,"WR(20,-30) SMA20 ADXa20 fixed20",33,1.8117,63.6,1.48,2.17,22,3.3192,72.7,3.04,5.08,20.0,5.65,-3.34,20.0
20,-30,20,accumulating,,25.0,below,bbw_contract,30.0,"WR(20,-30) SMA20 MFI:accumulating ADXb25 bbw_contract",33,2.4828,78.8,1.62,2.82,22,1.9471,81.8,3.04,4.6,12.3,4.44,-2.8,
20,-40,10,not_weak,not_expanded,20.0,above,sma_break,25.0,"WR(20,-40) SMA10 MFI:not_weak BBW:not_expanded ADXa20 sma_break",38,1.0107,76.3,1.3,2.11,26,1.5042,76.9,3.04,8.73,6.2,2.15,-2.01,
20,-40,10,accumulating,not_expanded,25.0,below,mfi_exit,25.0,"WR(20,-40) SMA10 MFI:accumulating BBW:not_expanded ADXb25 mfi_exit",24,3.5173,62.5,1.41,2.52,17,3.4651,70.6,3.04,6.15,17.7,7.11,-2.91,
20,-40,20,accumulating,,,,sma_break,25.0,"WR(20,-40) SMA20 MFI:accumulating sma_break",46,0.5221,73.9,0.56,1.4,31,2.2507,83.9,3.04,5.67,8.3,2.46,-2.72,
30,-30,20,accumulating,,25.0,below,bbw_contract,30.0,"WR(30,-30) SMA20 MFI:accumulating ADXb25 bbw_contract",33,2.5897,78.8,1.68,2.9,22,1.9471,81.8,3.04,4.6,12.3,4.5,-2.78,
14,-30,10,not_weak,,20.0,above,bbw_contract,30.0,"WR(14,-30) SMA10 MFI:not_weak ADXa20 bbw_contract",51,1.2004,62.7,1.05,2.07,34,2.1335,85.3,3.03,6.87,10.4,2.98,-2.83,
14,-50,10,accumulating,squeeze,,,fixed,,"WR(14,-50) SMA10 MFI:accumulating BBW:squeeze fixed15",19,0.3313,57.9,0.31,1.18,13,3.2528,76.9,3.03,9.56,15.0,4.68,-2.53,15.0
20,-40,10,,not_expanded,20.0,above,fixed,,"WR(20,-40) SMA10 BBW:not_expanded ADXa20 fixed10",34,1.433,58.8,1.43,2.25,23,3.1488,69.6,3.03,9.08,10.0,4.28,-2.0,10.0
20,-40,20,accumulating,,25.0,below,bbw_contract,30.0,"WR(20,-40) SMA20 MFI:accumulating ADXb25 bbw_contract",32,2.5027,78.1,1.61,2.78,22,1.9382,81.8,3.03,4.59,12.5,4.48,-2.85,
20,-50,20,accumulating,not_expanded,25.0,below,mfi_exit,25.0,"WR(20,-50) SMA20 MFI:accumulating BBW:not_expanded ADXb25 mfi_exit",25,1.8741,60.0,1.04,1.84,17,3.45,64.7,3.03,6.09,16.9,6.05,-2.79,
20,-50,10,not_weak,not_expanded,,,fixed,,"WR(20,-50) SMA10 MFI:not_weak BBW:not_expanded fixed15",41,2.6931,63.4,1.51,2.71,28,3.3544,85.7,3.02,7.58,15.0,6.29,-2.75,15.0
20,-50,10,accumulating,squeeze,25.0,below,fixed,,"WR(20,-50) SMA10 MFI:accumulating BBW:squeeze ADXb25 fixed20",13,0.0551,38.5,0.03,1.01,10,3.6243,80.0,3.02,4.84,20.0,6.6,-3.86,20.0
30,-30,20,,not_expanded,20.0,above,fixed,,"WR(30,-30) SMA20 BBW:not_expanded ADXa20 fixed10",33,0.8701,54.5,0.89,1.71,22,3.575,72.7,3.02,7.54,10.0,4.3,-2.13,10.0
30,-40,10,not_weak,not_expanded,20.0,above,fixed,,"WR(30,-40) SMA10 MFI:not_weak BBW:not_expanded ADXa20 fixed15",24,2.2351,62.5,1.71,2.48,16,5.5895,87.5,3.02,12.26,15.0,6.36,-2.64,15.0
30,-40,20,accumulating,,,,fixed,,"WR(30,-40) SMA20 MFI:accumulating fixed15",37,2.1081,62.2,1.3,2.13,26,2.4471,76.9,3.02,4.98,15.0,5.55,-2.78,15.0
14,-30,20,accumulating,,,,bbw_contract,30.0,"WR(14,-30) SMA20 MFI:accumulating bbw_contract",41,1.5207,70.7,1.01,1.98,28,2.3826,85.7,3.01,6.61,12.3,3.71,-3.1,
14,-30,20,accumulating,not_expanded,,,fixed,,"WR(14,-30) SMA20 MFI:accumulating BBW:not_expanded fixed15",33,2.0943,66.7,1.24,2.14,23,2.7834,78.3,3.01,7.11,15.0,5.46,-2.75,15.0
14,-40,20,accumulating,,,,sma_break,25.0,"WR(14,-40) SMA20 MFI:accumulating sma_break",46,0.583,73.9,0.62,1.45,31,2.3006,83.9,3.01,5.77,8.3,2.49,-2.69,
20,-30,20,accumulating,,,,bbw_contract,30.0,"WR(20,-30) SMA20 MFI:accumulating bbw_contract",41,1.5207,70.7,1.01,1.98,28,2.3826,85.7,3.01,6.61,12.3,3.71,-3.1,
20,-30,20,accumulating,not_expanded,,,fixed,,"WR(20,-30) SMA20 MFI:accumulating BBW:not_expanded fixed15",33,2.0943,66.7,1.24,2.14,23,2.7834,78.3,3.01,7.11,15.0,5.46,-2.75,15.0
20,-50,10,not_weak,not_expanded,20.0,above,fixed,,"WR(20,-50) SMA10 MFI:not_weak BBW:not_expanded ADXa20 fixed15",24,2.3527,58.3,1.54,2.43,17,3.3092,88.2,3.01,16.78,15.0,5.6,-2.63,15.0
30,-30,20,not_weak,not_expanded,20.0,above,fixed,,"WR(30,-30) SMA20 MFI:not_weak BBW:not_expanded ADXa20 fixed15",27,2.2327,66.7,1.64,2.69,18,4.9452,88.9,3.01,25.97,15.0,5.76,-2.38,15.0
30,-40,20,,not_expanded,20.0,above,adaptive,30.0,"WR(30,-40) SMA20 BBW:not_expanded ADXa20 adaptive",37,1.015,59.5,1.44,2.12,25,2.6714,76.0,3.01,8.28,7.1,3.16,-1.64,
30,-40,20,accumulating,squeeze,25.0,below,sma_break,25.0,"WR(30,-40) SMA20 MFI:accumulating BBW:squeeze ADXb25 sma_break",18,0.0562,66.7,0.07,1.05,13,2.8337,84.6,3.01,5.25,8.1,2.72,-2.53,
14,-40,20,accumulating,,25.0,below,bbw_contract,30.0,"WR(14,-40) SMA20 MFI:accumulating ADXb25 bbw_contract",32,2.4652,78.1,1.58,2.76,22,1.8728,81.8,3.0,4.46,12.4,4.47,-2.78,
14,-50,10,accumulating,not_expanded,20.0,above,fixed,,"WR(14,-50) SMA10 MFI:accumulating BBW:not_expanded ADXa20 fixed20",19,1.4804,52.6,1.17,1.87,14,2.5072,71.4,3.0,4.45,20.0,5.54,-3.5,20.0
30,-40,20,accumulating,squeeze,25.0,below,fixed,,"WR(30,-40) SMA20 MFI:accumulating BBW:squeeze ADXb25 fixed15",15,0.0825,60.0,0.08,1.04,10,3.2961,70.0,3.0,4.43,15.0,4.83,-2.85,15.0
14,-30,10,,,20.0,above,bbw_contract,30.0,"WR(14,-30) SMA10 ADXa20 bbw_contract",54,1.2644,66.7,1.38,2.2,36,2.1221,86.1,2.99,6.31,10.4,3.31,-2.71,
14,-30,10,,squeeze,20.0,above,fixed,,"WR(14,-30) SMA10 BBW:squeeze ADXa20 fixed15",16,1.6337,56.2,1.47,2.69,11,2.6907,90.9,2.99,101.19,15.0,4.48,-2.24,15.0
14,-30,10,,not_expanded,20.0,above,fixed,,"WR(14,-30) SMA10 BBW:not_expanded ADXa20 fixed10",41,1.4735,61.0,1.74,2.46,28,2.5763,71.4,2.99,8.1,10.0,4.05,-1.94,10.0
14,-30,20,not_weak,not_expanded,20.0,above,fixed,,"WR(14,-30) SMA20 MFI:not_weak BBW:not_expanded ADXa20 fixed15",27,2.0382,63.0,1.48,2.41,19,4.4296,84.2,2.99,21.5,15.0,5.48,-2.49,15.0
14,-30,20,accumulating,not_expanded,20.0,above,fixed,,"WR(14,-30) SMA20 MFI:accumulating BBW:not_expanded ADXa20 fixed20",19,1.8736,57.9,1.47,2.11,14,2.4201,71.4,2.99,4.89,20.0,5.56,-3.53,20.0
14,-40,20,not_weak,not_expanded,20.0,above,fixed,,"WR(14,-40) SMA20 MFI:not_weak BBW:not_expanded ADXa20 fixed15",27,2.0481,63.0,1.49,2.42,18,4.5404,83.3,2.99,20.9,15.0,5.52,-2.55,15.0
14,-40,20,accumulating,not_expanded,20.0,above,fixed,,"WR(14,-40) SMA20 MFI:accumulating BBW:not_expanded ADXa20 fixed20",19,1.8736,57.9,1.47,2.11,14,2.4201,71.4,2.99,4.89,20.0,5.56,-3.53,20.0
14,-50,10,accumulating,not_expanded,25.0,below,fixed,,"WR(14,-50) SMA10 MFI:accumulating BBW:not_expanded ADXb25 fixed20",21,2.0834,57.1,1.11,1.82,15,3.0749,80.0,2.99,4.69,20.0,6.57,-3.23,20.0
14,-50,20,not_weak,not_expanded,20.0,above,fixed,,"WR(14,-50) SMA20 MFI:not_weak BBW:not_expanded ADXa20 fixed15",26,1.9888,61.5,1.42,2.33,18,4.5404,83.3,2.99,20.9,15.0,5.57,-2.6,15.0
20,-30,20,not_weak,not_expanded,20.0,above,fixed,,"WR(20,-30) SMA20 MFI:not_weak BBW:not_expanded ADXa20 fixed15",27,2.0382,63.0,1.48,2.41,19,4.4296,84.2,2.99,21.5,15.0,5.48,-2.49,15.0
20,-30,20,accumulating,not_expanded,20.0,above,fixed,,"WR(20,-30) SMA20 MFI:accumulating BBW:not_expanded ADXa20 fixed20",19,1.8736,57.9,1.47,2.11,14,2.4201,71.4,2.99,4.89,20.0,5.56,-3.53,20.0
20,-40,10,accumulating,not_expanded,20.0,above,fixed,,"WR(20,-40) SMA10 MFI:accumulating BBW:not_expanded ADXa20 fixed20",18,1.0333,50.0,0.82,1.57,13,2.6231,69.2,2.99,4.36,20.0,5.38,-3.87,20.0
20,-50,10,not_weak,squeeze,,,fixed,,"WR(20,-50) SMA10 MFI:not_weak BBW:squeeze fixed15",22,1.1315,50.0,0.91,1.67,16,3.7793,87.5,2.99,14.33,15.0,5.24,-2.61,15.0
20,-50,20,not_weak,squeeze,,,fixed,,"WR(20,-50) SMA20 MFI:not_weak BBW:squeeze fixed15",24,0.8407,50.0,0.78,1.55,16,3.7793,87.5,2.99,14.33,15.0,5.07,-2.56,15.0
20,-40,20,accumulating,,,,bbw_contract,30.0,"WR(20,-40) SMA20 MFI:accumulating bbw_contract",40,1.5216,70.0,1.0,1.95,28,2.3628,85.7,2.98,6.56,12.4,3.73,-3.15,
20,-50,20,accumulating,not_expanded,,,fixed,,"WR(20,-50) SMA20 MFI:accumulating BBW:not_expanded fixed15",32,2.6769,68.8,1.59,2.67,22,2.7799,77.3,2.98,6.84,15.0,5.62,-2.58,15.0
30,-30,10,not_weak,not_expanded,,,fixed,,"WR(30,-30) SMA10 MFI:not_weak BBW:not_expanded fixed15",46,2.2182,67.4,1.39,2.38,31,4.3845,87.1,2.98,8.06,15.0,6.03,-2.79,15.0
30,-40,10,,squeeze,,,fixed,,"WR(30,-40) SMA10 BBW:squeeze fixed15",24,1.5857,54.2,1.21,2.0,16,4.0052,81.2,2.98,7.68,15.0,5.38,-2.52,15.0
30,-40,20,accumulating,squeeze,25.0,below,bbw_contract,30.0,"WR(30,-40) SMA20 MFI:accumulating BBW:squeeze ADXb25 bbw_contract",16,0.4228,68.8,0.31,1.25,12,3.4533,83.3,2.98,6.52,14.4,4.63,-2.99,
14,-30,10,accumulating,not_expanded,20.0,above,sma_break,25.0,"WR(14,-30) SMA10 MFI:accumulating BBW:not_expanded ADXa20 sma_break",32,1.1432,71.9,1.44,2.11,22,1.6619,77.3,2.97,16.66,5.6,2.26,-2.11,
14,-40,20,accumulating,,,,bbw_contract,30.0,"WR(14,-40) SMA20 MFI:accumulating bbw_contract",40,1.5518,70.0,1.02,1.97,28,2.3243,85.7,2.97,6.47,12.4,3.76,-3.12,
20,-50,10,,not_expanded,20.0,above,fixed,,"WR(20,-50) SMA10 BBW:not_expanded ADXa20 fixed15",26,1.6191,61.5,1.3,2.06,18,4.1395,83.3,2.97,12.86,15.0,5.58,-2.45,15.0
30,-30,20,not_weak,,20.0,above,fixed,,"WR(30,-30) SMA20 MFI:not_weak ADXa20 fixed20",31,2.2615,67.7,1.81,2.48,21,3.3479,66.7,2.97,5.2,20.0,5.92,-3.22,20.0
30,-40,10,,not_expanded,,,fixed,,"WR(30,-40) SMA10 BBW:not_expanded fixed15",41,2.2349,68.3,1.4,2.32,28,4.6741,82.1,2.97,7.64,15.0,6.28,-2.84,15.0
30,-40,10,not_weak,not_expanded,,,fixed,,"WR(30,-40) SMA10 MFI:not_weak BBW:not_expanded fixed15",40,2.1783,67.5,1.34,2.21,28,4.6741,82.1,2.97,7.64,15.0,6.27,-2.82,15.0
30,-50,10,not_weak,squeeze,25.0,below,fixed,,"WR(30,-50) SMA10 MFI:not_weak BBW:squeeze ADXb25 fixed10",18,1.9056,66.7,1.47,2.38,13,3.0539,61.5,2.97,5.19,10.0,4.47,-2.3,10.0
14,-30,10,not_weak,squeeze,20.0,above,fixed,,"WR(14,-30) SMA10 MFI:not_weak BBW:squeeze ADXa20 fixed15",15,1.8701,53.3,1.6,2.81,11,2.669,90.9,2.96,100.39,15.0,4.28,-2.33,15.0
14,-50,20,,squeeze,25.0,below,fixed,,"WR(14,-50) SMA20 BBW:squeeze ADXb25 fixed10",22,0.4802,54.5,0.62,1.38,16,2.0452,68.8,2.96,4.03,10.0,3.51,-2.22,10.0
20,-40,10,accumulating,,25.0,below,fixed,,"WR(20,-40) SMA10 MFI:accumulating ADXb25 fixed15",30,2.2889,70.0,1.51,2.29,20,3.3994,75.0,2.96,5.44,15.0,6.27,-3.23,15.0
20,-40,10,accumulating,not_expanded,25.0,below,fixed,,"WR(20,-40) SMA10 MFI:accumulating BBW:not_expanded ADXb25 fixed10",30,0.8477,56.7,0.64,1.41,20,2.169,70.0,2.96,4.42,10.0,4.3,-2.54,10.0
20,-50,20,accumulating,,,,sma_break,25.0,"WR(20,-50) SMA20 MFI:accumulating sma_break",45,0.837,80.0,0.89,1.71,30,2.2235,83.3,2.96,5.46,8.2,2.58,-2.63,
14,-50,20,accumulating,,,,sma_break,25.0,"WR(14,-50) SMA20 MFI:accumulating sma_break",43,0.6854,76.7,0.69,1.5,30,2.3405,86.7,2.95,6.15,8.4,2.63,-2.69,
14,-50,20,accumulating,not_expanded,,,fixed,,"WR(14,-50) SMA20 MFI:accumulating BBW:not_expanded fixed15",32,2.293,65.6,1.32,2.21,22,2.7313,81.8,2.95,7.05,15.0,5.79,-2.68,15.0
14,-50,20,accumulating,not_expanded,,,adaptive,30.0,"WR(14,-50) SMA20 MFI:accumulating BBW:not_expanded adaptive",47,0.7302,57.4,0.97,1.66,32,1.6396,65.6,2.95,4.84,7.2,3.02,-1.74,
20,-30,10,,not_expanded,20.0,above,fixed,,"WR(20,-30) SMA10 BBW:not_expanded ADXa20 fixed10",39,1.1109,59.0,1.41,1.97,26,2.6747,73.1,2.95,8.06,10.0,3.86,-2.06,10.0
20,-50,20,,not_expanded,20.0,above,fixed,,"WR(20,-50) SMA20 BBW:not_expanded ADXa20 fixed15",27,1.9963,63.0,1.46,2.38,18,3.2685,83.3,2.95,10.37,15.0,5.3,-2.41,15.0
20,-50,20,accumulating,,20.0,above,bbw_contract,30.0,"WR(20,-50) SMA20 MFI:accumulating ADXa20 bbw_contract",26,2.3751,76.9,1.61,3.48,18,1.7119,77.8,2.95,4.52,11.7,3.55,-3.12,
30,-40,10,accumulating,squeeze,25.0,below,bbw_contract,30.0,"WR(30,-40) SMA10 MFI:accumulating BBW:squeeze ADXb25 bbw_contract",18,2.5012,72.2,1.86,3.5,13,3.7413,76.9,2.95,5.53,13.5,5.34,-2.32,
14,-30,10,,not_expanded,,,fixed,,"WR(14,-30) SMA10 BBW:not_expanded fixed20",43,2.613,62.8,1.61,2.57,29,3.6183,75.9,2.94,5.38,20.0,6.25,-3.23,20.0
20,-40,10,accumulating,not_expanded,20.0,above,sma_break,25.0,"WR(20,-40) SMA10 MFI:accumulating BBW:not_expanded ADXa20 sma_break",25,0.7668,68.0,0.91,1.61,18,1.4579,77.8,2.94,15.18,5.9,2.1,-2.33,
20,-40,20,not_weak,,20.0,above,fixed,,"WR(20,-40) SMA20 MFI:not_weak ADXa20 fixed20",31,1.9328,67.7,1.53,2.15,21,3.3556,66.7,2.94,5.21,20.0,5.86,-3.31,20.0
20,-50,20,,not_expanded,20.0,above,adaptive,30.0,"WR(20,-50) SMA20 BBW:not_expanded ADXa20 adaptive",40,0.946,57.5,1.37,2.06,28,2.9532,75.0,2.94,10.41,7.2,3.18,-1.7,
30,-50,10,not_weak,squeeze,,,fixed,,"WR(30,-50) SMA10 MFI:not_weak BBW:squeeze fixed10",23,1.0554,56.5,1.0,1.84,16,2.8205,62.5,2.94,5.34,10.0,4.02,-2.15,10.0
30,-50,20,accumulating,squeeze,,,sma_break,25.0,"WR(30,-50) SMA20 MFI:accumulating BBW:squeeze sma_break",19,0.3392,73.7,0.39,1.31,13,3.0498,92.3,2.94,5.86,8.1,2.82,-2.31,
14,-30,20,accumulating,not_expanded,,,fixed,,"WR(14,-30) SMA20 MFI:accumulating BBW:not_expanded fixed10",40,0.3375,60.0,0.28,1.16,27,2.5943,63.0,2.93,5.73,10.0,3.76,-2.67,10.0
14,-40,20,accumulating,not_expanded,,,fixed,,"WR(14,-40) SMA20 MFI:accumulating BBW:not_expanded fixed10",40,0.466,60.0,0.39,1.23,27,2.5943,63.0,2.93,5.73,10.0,3.81,-2.63,10.0
14,-50,20,accumulating,not_expanded,25.0,below,fixed,,"WR(14,-50) SMA20 MFI:accumulating BBW:not_expanded ADXb25 fixed20",21,2.2981,57.1,1.09,1.82,15,2.4655,80.0,2.93,3.85,20.0,6.77,-3.43,20.0
20,-30,20,accumulating,not_expanded,,,fixed,,"WR(20,-30) SMA20 MFI:accumulating BBW:not_expanded fixed10",40,0.3375,60.0,0.28,1.16,27,2.5943,63.0,2.93,5.73,10.0,3.76,-2.67,10.0
20,-40,20,accumulating,not_expanded,,,fixed,,"WR(20,-40) SMA20 MFI:accumulating BBW:not_expanded fixed10",39,0.2724,59.0,0.22,1.13,27,2.5753,63.0,2.93,5.7,10.0,3.73,-2.71,10.0
20,-50,10,accumulating,squeeze,,,fixed,,"WR(20,-50) SMA10 MFI:accumulating BBW:squeeze fixed10",21,1.4108,57.1,1.12,1.93,15,2.3392,66.7,2.93,4.51,10.0,4.18,-2.04,10.0
30,-30,10,accumulating,not_expanded,20.0,above,adaptive,30.0,"WR(30,-30) SMA10 MFI:accumulating BBW:not_expanded ADXa20 adaptive",28,0.5538,53.6,0.72,1.45,20,1.4483,55.0,2.93,6.29,7.5,3.06,-1.88,
30,-40,20,,not_expanded,20.0,above,fixed,,"WR(30,-40) SMA20 BBW:not_expanded ADXa20 fixed20",23,1.8464,56.5,1.32,2.05,16,8.0569,81.2,2.92,26.4,20.0,7.29,-3.01,20.0
30,-40,20,not_weak,not_expanded,20.0,above,fixed,,"WR(30,-40) SMA20 MFI:not_weak BBW:not_expanded ADXa20 fixed20",22,2.0282,59.1,1.43,2.13,16,8.0569,81.2,2.92,26.4,20.0,7.31,-3.07,20.0
14,-30,10,,not_expanded,20.0,above,adaptive,30.0,"WR(14,-30) SMA10 BBW:not_expanded ADXa20 adaptive",48,0.6097,56.2,0.86,1.54,33,2.1601,63.6,2.91,6.75,7.1,2.85,-1.59,
14,-30,10,accumulating,not_expanded,,,bbw_contract,30.0,"WR(14,-30) SMA10 MFI:accumulating BBW:not_expanded bbw_contract",44,1.7478,68.2,1.16,2.08,30,2.421,80.0,2.91,7.11,12.2,4.06,-2.79,
14,-40,10,,not_expanded,20.0,above,fixed,,"WR(14,-40) SMA10 BBW:not_expanded ADXa20 fixed10",39,1.2483,59.0,1.5,2.17,27,2.5545,70.4,2.91,7.79,10.0,3.98,-2.02,10.0
20,-40,20,accumulating,not_expanded,20.0,above,fixed,,"WR(20,-40) SMA20 MFI:accumulating BBW:not_expanded ADXa20 fixed15",19,-0.2372,63.2,-0.23,0.89,14,2.9453,78.6,2.91,9.85,15.0,4.69,-3.15,15.0
30,-30,20,,not_expanded,20.0,above,adaptive,30.0,"WR(30,-30) SMA20 BBW:not_expanded ADXa20 adaptive",42,1.4168,57.1,1.63,2.61,28,2.344,75.0,2.91,8.47,7.1,3.19,-1.69,
30,-40,10,not_weak,not_expanded,20.0,above,fixed,,"WR(30,-40) SMA10 MFI:not_weak BBW:not_expanded ADXa20 fixed20",22,1.842,59.1,1.41,2.04,15,8.2591,80.0,2.91,25.41,20.0,7.07,-3.18,20.0
30,-50,20,,not_expanded,20.0,above,mfi_exit,25.0,"WR(30,-50) SMA20 BBW:not_expanded ADXa20 mfi_exit",23,2.7293,73.9,2.1,2.79,16,3.5603,68.8,2.91,7.12,18.8,6.37,-2.01,
14,-40,10,,not_expanded,,,fixed,,"WR(14,-40) SMA10 BBW:not_expanded fixed20",42,2.1159,61.9,1.4,2.24,28,3.6326,75.0,2.9,5.24,20.0,6.02,-3.29,20.0
14,-50,10,,not_expanded,20.0,above,fixed,,"WR(14,-50) SMA10 BBW:not_expanded ADXa20 fixed10",37,1.5346,59.5,1.58,2.49,26,2.9457,65.4,2.9,8.5,10.0,4.27,-1.95,10.0
14,-50,20,accumulating,,,,bbw_contract,30.0,"WR(14,-50) SMA20 MFI:accumulating bbw_contract",39,1.8227,74.4,1.19,2.21,26,2.358,88.5,2.9,6.53,12.7,4.06,-2.98,
14,-50,20,accumulating,not_expanded,,,fixed,,"WR(14,-50) SMA20 MFI:accumulating BBW:not_expanded fixed10",39,0.3246,53.8,0.27,1.15,27,2.4667,63.0,2.9,5.5,10.0,3.93,-2.61,10.0
30,-40,20,,squeeze,,,fixed,,"WR(30,-40) SMA20 BBW:squeeze fixed15",23,1.2321,52.2,0.96,1.74,16,3.9176,81.2,2.9,6.65,15.0,5.07,-2.6,15.0
14,-30,10,not_weak,not_expanded,20.0,above,fixed,,"WR(14,-30) SMA10 MFI:not_weak BBW:not_expanded ADXa20 fixed10",37,1.1278,56.8,1.31,2.01,26,2.5234,73.1,2.89,7.66,10.0,3.83,-2.02,10.0
14,-30,10,accumulating,not_expanded,25.0,below,mfi_exit,25.0,"WR(14,-30) SMA10 MFI:accumulating BBW:not_expanded ADXb25 mfi_exit",27,3.7412,66.7,1.54,2.63,18,3.2577,66.7,2.89,5.54,18.0,7.19,-2.8,
14,-50,20,accumulating,not_expanded,20.0,above,fixed,,"WR(14,-50) SMA20 MFI:accumulating BBW:not_expanded ADXa20 fixed20",19,1.5033,57.9,1.25,1.92,13,2.4218,69.2,2.89,4.61,20.0,5.43,-3.62,20.0
20,-30,10,accumulating,not_expanded,25.0,below,mfi_exit,25.0,"WR(20,-30) SMA10 MFI:accumulating BBW:not_expanded ADXb25 mfi_exit",27,3.7412,66.7,1.54,2.63,18,3.2577,66.7,2.89,5.54,18.0,7.19,-2.8,
20,-40,20,not_weak,not_expanded,20.0,above,fixed,,"WR(20,-40) SMA20 MFI:not_weak BBW:not_expanded ADXa20 fixed15",27,2.0382,63.0,1.48,2.41,18,4.7931,83.3,2.89,22.01,15.0,5.71,-2.5,15.0
20,-50,20,not_weak,not_expanded,,,fixed,,"WR(20,-50) SMA20 MFI:not_weak BBW:not_expanded fixed15",41,2.0744,63.4,1.27,2.31,28,3.2941,85.7,2.89,6.38,15.0,5.85,-2.8,15.0
20,-50,20,accumulating,not_expanded,20.0,above,adaptive,30.0,"WR(20,-50) SMA20 MFI:accumulating BBW:not_expanded ADXa20 adaptive",25,0.9028,52.0,1.18,1.86,17,1.0887,58.8,2.89,6.65,7.3,2.88,-1.71,
30,-30,10,accumulating,not_expanded,25.0,below,mfi_exit,25.0,"WR(30,-30) SMA10 MFI:accumulating BBW:not_expanded ADXb25 mfi_exit",25,3.4804,64.0,1.38,2.42,18,3.2577,66.7,2.89,5.54,17.9,7.17,-2.83,
30,-30,20,accumulating,not_expanded,20.0,above,fixed,,"WR(30,-30) SMA20 MFI:accumulating BBW:not_expanded ADXa20 fixed20",19,1.7599,57.9,1.39,2.04,13,2.4218,69.2,2.89,4.61,20.0,5.58,-3.45,20.0
30,-40,10,accumulating,not_expanded,25.0,below,fixed,,"WR(30,-40) SMA10 MFI:accumulating BBW:not_expanded ADXb25 fixed20",22,4.2546,59.1,2.2,3.41,15,3.4615,80.0,2.89,4.47,20.0,7.25,-3.05,20.0
30,-30,10,,not_expanded,,,fixed,,"WR(30,-30) SMA10 BBW:not_expanded fixed15",46,2.0347,67.4,1.54,2.37,32,4.2165,84.4,2.88,7.14,15.0,5.82,-2.91,15.0
30,-50,20,accumulating,not_expanded,,,adaptive,30.0,"WR(30,-50) SMA20 MFI:accumulating BBW:not_expanded adaptive",41,1.1073,58.5,1.39,2.04,28,1.637,75.0,2.88,4.43,7.3,3.23,-1.61,
14,-30,10,not_weak,not_expanded,,,fixed,,"WR(14,-30) SMA10 MFI:not_weak BBW:not_expanded fixed15",50,1.869,62.0,1.22,2.14,34,4.1407,76.5,2.87,7.79,15.0,5.56,-2.76,15.0
14,-30,20,accumulating,not_expanded,25.0,below,mfi_exit,25.0,"WR(14,-30) SMA20 MFI:accumulating BBW:not_expanded ADXb25 mfi_exit",25,1.9156,60.0,1.07,1.87,17,3.3266,58.8,2.87,5.31,17.2,6.06,-2.86,
14,-40,20,accumulating,not_expanded,25.0,below,mfi_exit,25.0,"WR(14,-40) SMA20 MFI:accumulating BBW:not_expanded ADXb25 mfi_exit",24,2.0628,62.5,1.12,1.91,17,3.3266,58.8,2.87,5.31,17.5,6.11,-2.87,
14,-50,10,not_weak,not_expanded,20.0,above,fixed,,"WR(14,-50) SMA10 MFI:not_weak BBW:not_expanded ADXa20 fixed10",34,1.134,55.9,1.16,2.01,23,3.0261,65.2,2.87,8.03,10.0,4.04,-2.03,10.0
14,-50,20,accumulating,,25.0,below,adaptive,30.0,"WR(14,-50) SMA20 MFI:accumulating ADXb25 adaptive",38,1.3515,63.2,1.97,3.02,26,1.77,69.2,2.87,4.13,7.3,3.22,-1.57,
